,genre,body_text_clean
78,Rap,post malon beerbong bentley takin shot drinkin night aint done yet yet waitin plug aint come yet yet still need somethin put bank bank got big bag bape big bag parti aint say somethin say somethin sleep til ive seen three sun three sun parti gon end threesom threesom raw dog prolli three son chasin perc somebodi shit never let uhm go work money make actin uhm grrrrrah takin shot right shot right grrrrrah yeah takin shot right shot see rari goin vroomvroom skrrt skrrt sexi motherfuck car saint laurent 40 new suit sippin bud light that new goos babi bust open like woohoo diamond got cut like booboo pocket fat rock muumuu dre came pumpum drippin drippin drippin women tryna take million help bro assist im jason william heard there parti might pay visit visit that moment hop frog like ribbitribbit skrrt drunk walk door fuckin high like hello lyric commerci use 1409617854061
79,Rap,post malon beerbong bentley ahahah yeah yeah yeah yeah leav made jump room didnt faze wouldv given moon even everythin weve aint ever met nobodi like alway tryna tell cool need quiet caus never tell truth felt like ballin thing trade women diamond coup she comin heart feel like armageddon ima turn tabl promis forget wont apolog dont give fuck your offend discuss yeah gotta go separ way wont take flame dont even wanna know name watch everyth gonna chang yeah ayi ima pull bentley fuckin hundr thousand pocket yeah yeah ima pull swang door open stuntin knowin everybodi watchin yeah yeah help anoth bitch whip lyric commerci use 1409617854061
80,Rap,post malon feat nicki minaj beerbong bentley ball uh woah babi could got much mind right ohh aint got time get saint laurent could got much mind right ohh time hit rodeo give babi thirti thou ooooooooooooooooooh ball ooooooooooooooooooh bball yeah ooooooooooooooooooh ball ooooooooooooooooooh bball yeah im road im gettin paid like want babi your bougi babi love babi give world babi paid five grand handbag that saint laurent babi damn love money babi ohh hunnid thousand plu hunnid thousand whip thirti thousand plu thirti thousand wrist got alcohol plu bad bitch that lit swear babi kissin that could forget shit done done babi gonna take charg take fall would love take shoppin girl ill tour sorri lil mama cant give lyric commerci use 1409617854061
81,Rap,post malon beerbong bentley othersid waitin wide awak wave come take take right one hundr bottl good shit couldnt even bring back feel like im circlin drain see remain ugli truth one hundr model could follow way hell back cant replac oh oh oh ohh oh oh oh ohh oh oh oh ohh ohh oh oh oh ohh oh oh oh ohh oh oh oh ohh ohh puttin like jersey didnt know couldnt hurt never thought gonna dirti left cold insid burnin that way goe wish could control lyric commerci use 1409617854061
82,Rap,post malon beerbong bentley stay true know said want fuck pour anoth drink tell think know im drunk talk right put cigarett face beauti pleas woman dont break back ill put miseri tell okay tell okay ive waitin damn day waitin damn day call mornin tell last night went im lyric commerci use 1409617854061
83,Rap,post malon beerbong bentley blame use say free peopl wanna keep takin piec take away everyth everyth need held let drown spit right teeth cant pretend ash wind wont blow breez hurrican insid brain let rain made look easi cant look away love pain love pain watchin bleed cut knee matter believ think agre cant blame yeah fault fault fault blame fault fault fault couldnt breath almost lost couldnt stop lyric commerci use 1409617854061
84,Rap,post malon feat geazi yg beerbong bentley bitch la long see bitch everywher go dont realli matter actin model heard popul four million see bitch yeah yeah popul four million see bitch yeah yeah yeah hit dm babi took screenshot yeah tri play bet shit good reput let go could see nake holi moli look roll million follow bumper broken what focu tell goal know like caus spent hundr band one night spent hundr band one night know wanna live life cant make ho housewif ohh what name who daddi rich like rich like yeah yeah yeah la long see bitch everywher go dont realli matter actin model heard lyric commerci use 1409617854061
85,Rap,post malon beerbong bentley jonestown interlud happen everi time sound like suicid im hesit guess ill drink koolaid lyric commerci use 1409617854061
86,Rap,post malon beerbong bentley 92 explor oooooo wow ahh yeahyeah wow yeahyeah yeahyeah yeahyeah got london da track hunnid twenti come catch forti insid belli shouldnt drivin im fade skrt yeah yeah rock nirvana favorit damn forgot name front seat headbangin yeah yeah yeah money counter sound somethin like chopper chopper chopper chopper speaker system bumpin fuck fuckin block fuck block use mock custom bentley mockup mockup killer drop call lockup buy echo lyin broke got nine tote get smoke like stoge keep ridin coat new shit joke bitin flow tryna post lyric commerci use 1409617854061
87,Rap,post malon beerbong bentley candi paint yeah yeah mmm aye candi paint white top lambo door ooop drop busi plottin got kick door that swat thot hundr thousand dollar tabl top half price whip price watch got jumper ball lot bitch im young stoney want candi paint white top skrrt lambo door ooop drop drop busi plottin got kick door that swat thot pop hundr thousand dollar tabl top half price whip price watch bling got jumper ball lot swish bitch im young stoney want didnt know girl gave top yuh kick roll said thank lot goddamn love paper like im michael scott yeah thing man cannot yeah slide boy comin damn im hot hot everybodi say gotta stop stop even though final form aint unlock lock im ahead muhfucka lyric commerci use 1409617854061
88,Rap,post malon beerbong bentley sugar wraith start eighth alright alright went chang life life might take wraith tonight tonight put arm around babi want fli make last die know want ride what mind what mind 92 got door like lambo spend last paycheck ammo dont follow trend rest peac yamo new shit suck feel like anthoni fantano sayin ooh broke last year cant go back nicotin fiend couldnt even buy pack yeah dont know music told aint mad yeah let cut coco platinum plaqu yeah wow cut finger band oh yeah cut locker xan oh yeah count guala advanc oh yeah backstreet diamond watch danc ya yeah start eighth alright alright went chang life life lyric commerci use 1409617854061
89,Pop/Rock,florida georgia line florida georgia line simpl way finger fit mine five plu five rocket scienc day time that hard find true road aint traffic jam sunday drive piec land paradis long im like one two three easi way look make smile aint need complic know that overr weve safe say aint style simpl simpl simpl simpl simpl simpl use live instagram lyric commerci use 1409617854061
90,Pop/Rock,florida georgia line florida georgia line colorado well got friend colorado got friend tennesse got somethin bottl got somethin seed sinc said didnt love sinc hung dri ive drunk smoki rocki mountain high made plan book day spent money noth sweet bout paidfor honeymoon million dollar view see wont sinc turn right dont im chillin cabin tiptop lookin holler full hemlock lyric commerci use 1409617854061
91,Pop/Rock,demi lovato sober sober got excus goodby call caus im die insid wake shake gone cold sweat disappear call reappear dont know dont know dont know dont know everi everi everi time im lone sometim wanna cave dont wanna fight tri tri tri tri tri hold im lone lyric commerci use 1409617854061
92,Pop/Rock,5 second summer youngblood delux youngblood rememb word told love til day die surrend everyth caus made believ your mine yeah use call babi your call name take one know one yeah beat damn game push push im pull away pull away give give give take give take youngblood say want say want life im dead man walk tonight need yeah need time yeah ooh ooh ooh youngblood say want say want back life im dead man crawl tonight caus need yeah need time yeah ooh ooh ooh lyric commerci use 1409617854061
93,Pop/Rock,5 second summer youngblood delux want back cant help wonder last time ill see face tear fuck rain wish could say someth someth doesnt sound insan late dont trust brain tell wont ever chang say noth matter go im alway gonna want back matter long your gone im alway gonna want back know know never get matter go im alway gonna want back want back rememb freckl back way use make laugh lyric commerci use 1409617854061
94,Pop/Rock,5 second summer youngblood delux lie saw look brand new overnight caught look didnt look twice look happi oh look happi oh flash back new york citi chang flight stay rememb think got right wish never met caus your hard forget im clean mess lyric commerci use 1409617854061
