,explicit,body_text_clean,explicit text
85,1,tiësto feat dzeko preme post malon jacki chan said young dont want man gon call friend that plan order sushi japan know bitch wanna kick jacki chan drop top rollin south beach yeah love cali rollin might destini yeah want hit guess dinner got babe know got sauc like fuckin recip ohh wanna gram know know want money hand know know ima give danc danc danc ayi gon catch uber calabasa said young dont want man gon call friend that plan order sushi japan know bitch wanna kick jacki chan said young dont want man gon call friend that plan order sushi japan lyric commerci use 1409617854061,yes
86,1,drake nice wanna know mothafuckin representin tonight hold hold keep lettin back back explain care care said youd care said youd lil weezyana shit cri cri said youd die murda beat give give wont live care care know care song yall cut know said youd yeah cri cri said youd die give give wont live everybodi get mothafuckin roll know shorti doesnt want slow song man last year life goe havent let thing loos girl long youv insid know like lay low ive peepin bringin tabl workin hard girl everyth paid firstlast phone bill car note cabl phone gotta hit angl phone snappin like fabo showin alright showin alright alright short life yeah care care said youd care lyric commerci use 1409617854061,yes
87,0,dylan scott hook friday night cover cover band soundin right flirti dancin neon sign fishin dark reelin heart look im hook kissin gettin gettin turn buzzin lovin night long like hit song radio alreadi know way goe took look hook way your takin takin shirt runnin finger long blond hair fallin eye lyric commerci use 1409617854061,no
88,1,drake god plan yeah wishin wishin wishin wishin wishin yuh movin calm dont start troubl tryna keep peac struggl dont pull 6 cuddl know like lovin dont wanna die miss ye see thing wishin hope got brother outliv gon tell stori shit differ god plan god plan hold back sometim wont yuh feel good sometim dont ayi dont finess weston road ayi ness might go god yeah wait lyric commerci use 1409617854061,yes
89,1,dj durel feat migo hot summer time feed street ye sir shuttin citi bringin bad bitch dj durel one time rich nigga two time black excel takeov dj durel hold hit hit two time base one time one time two time base two time two time dont wanna hit caus basic hit caus basic hit two time trap nigga made two time two time trap nigga made trap hothot summer yeah hothot summer yeah watch pop coup like shoot roof pop boot wanna go moon prrp prrp one call dash troop brr brr whip huncho campbel noodl soup whip us richest nigga room richest us richest nigga room whoo yeah say twice know heard right two time yeah hit right told spend night hit yeah bow bow news bow bow heard cruis heard yeah nigga talkin bout winnin lose talkin hot summer ice catch flu hot hot achoo put momma move momma lyric commerci use 1409617854061,yes
90,0,portug man feel still cant keep hand think ill dust em put em back shelf case littl babi girl need come left field ooh woo im rebel kick feel sinc 1966 might feel still ooh woo im rebel kick let kick like 1986 might feel still got anoth mouth feed leav babi sitter mama call grave digger gone fallen leav come left field lyric commerci use 1409617854061,no
91,0,keith urban feat julia michael come home wake feel soul im live someon els life im turnin concret harder citi street one even care im aliv gotta get right mhm get right mhm mhm there place know know gotta get back one love wrap around never let go there nothin world feel like place know know gotta get back one love wrap around never let go there nothin world feel like come home home home mhm come home mind heavi cant sleep even memori good enough lyric commerci use 1409617854061,no
92,0,cole swindel break end still walk bar littl drunk still ask your drinkin what name still kiss shuffleboard last call 2am even though break end id introduc mom dad say think love leav room still might take advic say your movin even though break end even knew youd one got away id still go back get lyric commerci use 1409617854061,no
93,0,luke comb one number away sit home alon tri fall asleep stare hole phone pray ring watch movi youv seen thousand time mayb play mayer get lost favorit line your anyth like might whatev take drown nois wanna hear voic im one number away call said im die insid got head mess girl confess lie said im leav come back might whiskey midnight rain everywher go see face brain dial everyth want say im still one number away lyric commerci use 1409617854061,no
94,0,queen naija butterfli dont wanna fall fast im open alway say good thing never last know caus ive broken im tri protect heart your make hard guess safe say take pain away want hold night long whenev im around noth wrong im hope youll alway around got high dont wanna come love love butterfli yeah love love im high yeah love love wanna love lyric commerci use 1409617854061,no
95,1,jake owen jack dian yesterday year ago singin everi word radio kinda like song could save soul somehow someway fallin fast jumpin blue jean halo hangin wind two american kid like everi time play blew us away turn sing along everi time hear song like like close eye make laugh memori take back 6 pack chevi cheyenn way back jack dian lyric commerci use 1409617854061,yes
96,0,cori asburi reckless love spoke word sing good took breath breath life kind oh overwhelm neverend reckless love god oh chase fight til im found leav ninetynin couldnt earn dont deserv still give away oh overwhelm neverend reckless love god foe still love fought good felt worth paid kind lyric commerci use 1409617854061,no
97,0,xxxtentacion chang mmm babi dont understand your chang cant stand heart cant take damag way feel cant stand mmm babi dont understand your chang cant stand heart cant take damag way feel cant stand mmm babi dont understand lyric commerci use 1409617854061,no
98,1,kane brown feat lauren alaina if say hurt leav find somebodi els dont need goe south mess say break two well hear girl feel girl fast make mind gotta ask made made meant aint one fool playin game pull close lean star line last first kiss one day babi id go chang name love if away lyric commerci use 1409617854061,yes
99,0,imagin dragon radioact im wake ash dust wipe brow sweat rust im breath chemic huuhahhh im break shape check prison bu apocalyps whoa im wake feel bone enough make system blow welcom new age new age welcom new age new age whoaohohoh oh whoaohohoh im radioact radioact whoaohohoh oh whoaohohoh im lyric commerci use 1409617854061,no
100,1,xxxtentacion moonlight yeah spotlight uh moonlight uh nigga trippin get mood right uh shawti look good moonlight pussi nigga bad mind spotlight moonlight nigga trippin get mood right shawti look good moonlight pussi nigga bad mind spotlight uh moonlight uh nigga trippin get mood right uh shawti look good moonlight pussi nigga bad mind spotlight moonlight lyric commerci use 1409617854061,yes
